id,names,supertypes,subtypes,set,rarity,cmc,color,modern_legality,standard_legality,commander_legality,vintage_legality,legacy_legality,reprint,artist,price,is_legendary
11453,Shaman of Forgotten Ways,Creature,Human Shaman,Dragons of Tarkir,Mythic Rare,3,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Tyler Jacobson',5.72,FALSE
11454,Shape the Sands,Instant,None,Dragons of Tarkir,Common,1,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Ryan Yee',0.08,FALSE
11455,Sheltered Aerie,Enchantment,Aura,Dragons of Tarkir,Common,3,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Raoul Vitale',0.12,FALSE
11456,Sight of the Scalelords,Enchantment,None,Dragons of Tarkir,Uncommon,5,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Marc Simonetti',0.2,FALSE
11457,Stampeding Elk Herd,Creature,Elk,Dragons of Tarkir,Common,5,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Carl Frank',0.09,FALSE
11458,Sunbringer's Touch,Sorcery,None,Dragons of Tarkir,Rare,4,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Lucas Graciano',0.13,FALSE
11459,Surrak the Hunt Caller,Creature,Human Warrior,Dragons of Tarkir,Rare,4,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Wesley Burt',0.99,TRUE
11460,Tread Upon,Instant,None,Dragons of Tarkir,Common,2,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Efrem Palacios',0.05,FALSE
11461,Arashin Sovereign,Creature,Dragon,Dragons of Tarkir,Rare,7,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Dan Scott',0.19,FALSE
11462,Atarka's Command,Instant,None,Dragons of Tarkir,Rare,2,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Chris Rahn',2.91,FALSE
11463,Boltwing Marauder,Creature,Dragon,Dragons of Tarkir,Rare,5,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Raymond Swanland',0.28,FALSE
11464,Cunning Breezedancer,Creature,Dragon,Dragons of Tarkir,Uncommon,6,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Todd Lockwood',0.11,FALSE
11465,Dragonlord Atarka,Creature,Elder Dragon,Dragons of Tarkir,Mythic Rare,7,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Karl Kopinski',7.4,TRUE
11466,Dragonlord Dromoka,Creature,Elder Dragon,Dragons of Tarkir,Mythic Rare,6,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Eric Deschamps',15.06,TRUE
11467,Dragonlord Kolaghan,Creature,Elder Dragon,Dragons of Tarkir,Mythic Rare,6,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Jaime Jones',6.93,TRUE
11468,Dragonlord Ojutai,Creature,Elder Dragon,Dragons of Tarkir,Mythic Rare,5,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Chase Stone',4.09,TRUE
11469,Dragonlord Silumgar,Creature,Elder Dragon,Dragons of Tarkir,Mythic Rare,6,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Steven Belledin',10.86,TRUE
11470,Dromoka's Command,Instant,None,Dragons of Tarkir,Rare,2,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'James Ryman',1.6,FALSE
11471,Enduring Scalelord,Creature,Dragon,Dragons of Tarkir,Uncommon,6,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Clint Cearley',0.14,FALSE
11472,Harbinger of the Hunt,Creature,Dragon,Dragons of Tarkir,Rare,5,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Aaron Miller',0.3,FALSE
11473,Kolaghan's Command,Instant,None,Dragons of Tarkir,Rare,3,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Daarken',8.44,FALSE
11474,Narset Transcendent,Planeswalker,Narset,Dragons of Tarkir,Mythic Rare,4,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Magali Villeneuve',9.3,TRUE
11475,Necromaster Dragon,Creature,Dragon,Dragons of Tarkir,Rare,5,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Mark Zug',0.37,FALSE
11476,Ojutai's Command,Instant,None,Dragons of Tarkir,Rare,4,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Willian Murai',0.55,FALSE
11477,Pristine Skywise,Creature,Dragon,Dragons of Tarkir,Rare,6,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Adam Paquette',0.14,FALSE
11478,Ruthless Deathfang,Creature,Dragon,Dragons of Tarkir,Uncommon,6,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Filip Burburan',0.15,FALSE
11479,Sarkhan Unbroken,Planeswalker,Sarkhan,Dragons of Tarkir,Mythic Rare,5,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Aleksi Briclot',5.99,TRUE
11480,Savage Ventmaw,Creature,Dragon,Dragons of Tarkir,Uncommon,6,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Slawomir Maniak',0.31,FALSE
11481,Silumgar's Command,Instant,None,Dragons of Tarkir,Rare,5,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Nils Hamm',0.26,FALSE
11482,Swift Warkite,Creature,Dragon,Dragons of Tarkir,Uncommon,6,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Izzy',0.17,FALSE
11483,Ancestral Statue,Artifact Creature,Golem,Dragons of Tarkir,Common,4,Colorless,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Tomasz Jedruszek',0.19,FALSE
11484,Atarka Monument,Artifact,None,Dragons of Tarkir,Uncommon,3,Colorless,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Daniel Ljunggren',0.15,FALSE
11485,Custodian of the Trove,Artifact Creature,Golem,Dragons of Tarkir,Common,3,Colorless,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Raoul Vitale',0.05,FALSE
11486,Dragonloft Idol,Artifact Creature,Gargoyle,Dragons of Tarkir,Uncommon,4,Colorless,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Jung Park',0.12,FALSE
11487,Dromoka Monument,Artifact,None,Dragons of Tarkir,Uncommon,3,Colorless,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Daniel Ljunggren',0.11,FALSE
11488,Gate Smasher,Artifact,Equipment,Dragons of Tarkir,Uncommon,3,Colorless,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Filip Burburan',0.1,FALSE
11489,Keeper of the Lens,Artifact Creature,Golem,Dragons of Tarkir,Common,1,Colorless,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Ryan Barger',0.06,FALSE
11490,Kolaghan Monument,Artifact,None,Dragons of Tarkir,Uncommon,3,Colorless,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Daniel Ljunggren',0.16,FALSE
11491,Ojutai Monument,Artifact,None,Dragons of Tarkir,Uncommon,3,Colorless,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Daniel Ljunggren',0.18,FALSE
11492,Silumgar Monument,Artifact,None,Dragons of Tarkir,Uncommon,3,Colorless,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Daniel Ljunggren',0.15,FALSE
11493,Spidersilk Net,Artifact,Equipment,Dragons of Tarkir,Common,0,Colorless,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Steve Argyle',0.12,FALSE
11494,Stormrider Rig,Artifact,Equipment,Dragons of Tarkir,Uncommon,2,Colorless,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Min Yum',0.12,FALSE
11495,Tapestry of the Ages,Artifact,None,Dragons of Tarkir,Uncommon,4,Colorless,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Yeong-Hao Han',0.08,FALSE
11496,Vial of Dragonfire,Artifact,None,Dragons of Tarkir,Common,2,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Franz Vohwinkel',0.07,FALSE
11497,Evolving Wilds,Land,None,Dragons of Tarkir,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Andreas Rocha',0.1,FALSE
11498,Haven of the Spirit Dragon,Land,None,Dragons of Tarkir,Rare,0,Colorless,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Raymond Swanland',2.05,FALSE
11499,Plains,Basic Land,Plains,Dragons of Tarkir,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Sam Burley',0.13,FALSE
11500,Plains,Basic Land,Plains,Dragons of Tarkir,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Sam Burley',0.13,FALSE
11501,Plains,Basic Land,Plains,Dragons of Tarkir,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Florian de Gesincourt',0.14,FALSE
11502,Island,Basic Land,Island,Dragons of Tarkir,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Florian de Gesincourt',0.2,FALSE
11503,Island,Basic Land,Island,Dragons of Tarkir,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Florian de Gesincourt',0.17,FALSE
11504,Island,Basic Land,Island,Dragons of Tarkir,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Adam Paquette',0.16,FALSE
11505,Swamp,Basic Land,Swamp,Dragons of Tarkir,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Noah Bradley',0.21,FALSE
11506,Swamp,Basic Land,Swamp,Dragons of Tarkir,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Adam Paquette',0.14,FALSE
11507,Swamp,Basic Land,Swamp,Dragons of Tarkir,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Adam Paquette',0.17,FALSE
11508,Mountain,Basic Land,Mountain,Dragons of Tarkir,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Noah Bradley',0.18,FALSE
11509,Mountain,Basic Land,Mountain,Dragons of Tarkir,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Noah Bradley',0.13,FALSE
11510,Mountain,Basic Land,Mountain,Dragons of Tarkir,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Titus Lunter',0.23,FALSE
11511,Forest,Basic Land,Forest,Dragons of Tarkir,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Sam Burley',0.11,FALSE
11512,Forest,Basic Land,Forest,Dragons of Tarkir,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Titus Lunter',0.12,FALSE
11513,Forest,Basic Land,Forest,Dragons of Tarkir,Common,0,Colorless,Legal,Legal,Legal,Legal,Legal,TRUE,b'Titus Lunter',0.17,FALSE
11514,Ugin the Spirit Dragon,Planeswalker,Ugin,Fate Reforged,Mythic Rare,8,Colorless,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Raymond Swanland',36.29,TRUE
11515,Abzan Advantage,Instant,None,Fate Reforged,Common,2,White,Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Winona Nelson',0.09,FALSE
11516,Abzan Runemark,Enchantment,Aura,Fate Reforged,Common,3,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'James Ryman',0.07,FALSE
11517,Abzan Skycaptain,Creature,Bird Soldier,Fate Reforged,Common,4,White,Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Matt Stewart',0.03,FALSE
11518,Arashin Cleric,Creature,Human Cleric,Fate Reforged,Common,2,White,Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Chris Rahn',0.12,FALSE
11519,Aven Skirmisher,Creature,Bird Warrior,Fate Reforged,Common,1,White,Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Jason Rainville',0.06,FALSE
11520,Channel Harm,Instant,None,Fate Reforged,Uncommon,6,White,Legal,Not Legal,Legal,Legal,Legal,FALSE,b'David Gaillet',0.08,FALSE
11521,Citadel Siege,Enchantment,None,Fate Reforged,Rare,4,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Steven Belledin',0.26,FALSE
11522,Daghatar the Adamant,Creature,Human Warrior,Fate Reforged,Rare,4,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Zack Stella',0.21,TRUE
11523,Dragon Bell Monk,Creature,Human Monk,Fate Reforged,Common,3,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Lius Lasahido',0.04,FALSE
11524,Dragonscale General,Creature,Human Warrior,Fate Reforged,Rare,4,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Volkan Ba\xc7\xb5a',0.22,FALSE
11525,Elite Scaleguard,Creature,Human Soldier,Fate Reforged,Uncommon,5,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Steve Prescott',0.14,FALSE
11526,Great-Horn Krushok,Creature,Beast,Fate Reforged,Common,5,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'YW Tang',0.05,FALSE
11527,Honor's Reward,Instant,None,Fate Reforged,Uncommon,3,White,Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Izzy',0.11,FALSE
11528,Jeskai Barricade,Creature,Wall,Fate Reforged,Uncommon,2,White,Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Noah Bradley',0.44,FALSE
11529,Lightform,Enchantment,None,Fate Reforged,Uncommon,3,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Steve Prescott',0.12,FALSE
11530,Lotus-Eye Mystics,Creature,Human Monk,Fate Reforged,Uncommon,4,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Dan Scott',0.07,FALSE
11531,Mardu Woe-Reaper,Creature,Human Warrior,Fate Reforged,Uncommon,1,White,Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Willian Murai',0.28,FALSE
11532,Mastery of the Unseen,Enchantment,None,Fate Reforged,Rare,2,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Daniel Ljunggren',0.19,FALSE
11533,Monastery Mentor,Creature,Human Monk,Fate Reforged,Mythic Rare,3,White,Legal,Not Legal,Legal,Restrict.,Legal,TRUE,b'Magali Villeneuve',17.34,FALSE
11534,Pressure Point,Instant,None,Fate Reforged,Common,2,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Chase Stone',0.06,FALSE
11535,Rally the Ancestors,Instant,None,Fate Reforged,Rare,3,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Nils Hamm',0.94,FALSE
11536,Sage's Reverie,Enchantment,Aura,Fate Reforged,Uncommon,4,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Jason Rainville',0.21,FALSE
11537,Sandblast,Instant,None,Fate Reforged,Common,3,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Min Yum',0.06,FALSE
11538,Sandsteppe Outcast,Creature,Human Warrior,Fate Reforged,Common,3,White,Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Wesley Burt',0.09,FALSE
11539,Soul Summons,Sorcery,None,Fate Reforged,Common,2,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Johann Bodin',0.01,FALSE
11540,Soulfire Grand Master,Creature,Human Monk,Fate Reforged,Mythic Rare,2,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Johannes Voss',2.51,FALSE
11541,Valorous Stance,Instant,None,Fate Reforged,Uncommon,2,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Willian Murai',0.29,FALSE
11542,Wandering Champion,Creature,Human Monk,Fate Reforged,Uncommon,2,White,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Willian Murai',0.07,FALSE
11543,Wardscale Dragon,Creature,Dragon,Fate Reforged,Uncommon,6,White,Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Jason Rainville',0.14,FALSE
11544,Aven Surveyor,Creature,Bird Scout,Fate Reforged,Common,5,Blue,Legal,Not Legal,Legal,Legal,Legal,FALSE,b'David Gaillet',0.03,FALSE
11545,Cloudform,Enchantment,None,Fate Reforged,Uncommon,3,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Noah Bradley',0.11,FALSE
11546,Enhanced Awareness,Instant,None,Fate Reforged,Common,5,Blue,Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Ryan Alexander Lee',0.05,FALSE
11547,Fascination,Sorcery,None,Fate Reforged,Uncommon,3,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Svetlin Velinov',0.16,FALSE
11548,Frost Walker,Creature,Elemental,Fate Reforged,Uncommon,2,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Mike Bierek',0.1,FALSE
11549,Jeskai Infiltrator,Creature,Human Monk,Fate Reforged,Rare,3,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Cynthia Sheppard',0.17,FALSE
11550,Jeskai Runemark,Enchantment,Aura,Fate Reforged,Common,3,Blue,Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Jaime Jones',0.04,FALSE
11551,Jeskai Sage,Creature,Human Monk,Fate Reforged,Common,2,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Craig J Spearing',0.07,FALSE
11552,Lotus Path Djinn,Creature,Djinn Monk,Fate Reforged,Common,4,Blue,Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Steve Argyle',0.06,FALSE
11553,Marang River Prowler,Creature,Human Rogue,Fate Reforged,Uncommon,3,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Yefim Kligerman',0.12,FALSE
11554,Mindscour Dragon,Creature,Dragon,Fate Reforged,Uncommon,6,Blue,Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Wesley Burt',0.12,FALSE
11555,Mistfire Adept,Creature,Human Monk,Fate Reforged,Uncommon,4,Blue,Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Clint Cearley',0.1,FALSE
11556,Monastery Siege,Enchantment,None,Fate Reforged,Rare,3,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Mark Winters',0.58,FALSE
11557,Neutralizing Blast,Instant,None,Fate Reforged,Uncommon,2,Blue,Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Dan Scott',0.08,FALSE
11558,Rakshasa's Disdain,Instant,None,Fate Reforged,Common,3,Blue,Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Seb McKinnon',0.07,FALSE
11559,Reality Shift,Instant,None,Fate Reforged,Uncommon,2,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Howard Lyon',0.71,FALSE
11560,Refocus,Instant,None,Fate Reforged,Common,2,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Kev Walker',0.08,FALSE
11561,Renowned Weaponsmith,Creature,Human Artificer,Fate Reforged,Uncommon,2,Blue,Legal,Legal,Legal,Legal,Legal,TRUE,b'Eric Deschamps',0.16,FALSE
11562,Rite of Undoing,Instant,None,Fate Reforged,Uncommon,5,Blue,Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Anastasia Ovchinnikova',0.08,FALSE
11563,Sage-Eye Avengers,Creature,Djinn Monk,Fate Reforged,Rare,6,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Dan Scott',0.11,FALSE
11564,Shifting Loyalties,Sorcery,None,Fate Reforged,Uncommon,6,Blue,Legal,Not Legal,Legal,Legal,Legal,FALSE,b'James Ryman',0.08,FALSE
11565,Shu Yun the Silent Tempest,Creature,Human Monk,Fate Reforged,Rare,3,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'David Gaillet',0.28,TRUE
11566,Sultai Skullkeeper,Creature,Naga Shaman,Fate Reforged,Common,2,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Ryan Barger',0.02,FALSE
11567,Supplant Form,Instant,None,Fate Reforged,Rare,6,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Adam Paquette',0.27,FALSE
11568,Temporal Trespass,Sorcery,None,Fate Reforged,Mythic Rare,11,Blue,Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Clint Cearley',4.65,FALSE
11569,Torrent Elemental,Creature,Elemental,Fate Reforged,Mythic Rare,5,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'James Paick',0.52,FALSE
11570,Whisk Away,Instant,None,Fate Reforged,Common,3,Blue,Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Zack Stella',0.05,FALSE
11571,Will of the Naga,Instant,None,Fate Reforged,Common,6,Blue,Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Wayne Reynolds',0.04,FALSE
11572,Write into Being,Sorcery,None,Fate Reforged,Common,3,Blue,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Yeong-Hao Han',0.12,FALSE
11573,Alesha's Vanguard,Creature,Orc Warrior,Fate Reforged,Common,4,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Torstein Nordstrand',0.04,FALSE
11574,Ancestral Vengeance,Enchantment,Aura,Fate Reforged,Common,2,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Yohann Schepacz',0.05,FALSE
11575,Archfiend of Depravity,Creature,Demon,Fate Reforged,Rare,5,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Daarken',1.83,FALSE
11576,Battle Brawler,Creature,Orc Warrior,Fate Reforged,Uncommon,2,Black,Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Karl Kopinski',0.1,FALSE
11577,Brutal Hordechief,Creature,Orc Warrior,Fate Reforged,Mythic Rare,4,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Tyler Jacobson',0.73,FALSE
11578,Crux of Fate,Sorcery,None,Fate Reforged,Rare,5,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Michael Komarck',1.65,FALSE
11579,Dark Deal,Sorcery,None,Fate Reforged,Uncommon,3,Black,Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Scott Murphy',1.15,FALSE
11580,Diplomacy of the Wastes,Sorcery,None,Fate Reforged,Uncommon,3,Black,Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Jack Wang',0.07,FALSE
11581,Douse in Gloom,Instant,None,Fate Reforged,Common,3,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Ryan Yee',0.03,FALSE
11582,Fearsome Awakening,Sorcery,None,Fate Reforged,Uncommon,5,Black,Legal,Not Legal,Legal,Legal,Legal,FALSE,b'V\xc3\xa9ronique Meignaud',0.25,FALSE
11583,Ghastly Conscription,Sorcery,None,Fate Reforged,Mythic Rare,7,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'YW Tang',0.3,FALSE
11584,Grave Strength,Sorcery,None,Fate Reforged,Uncommon,2,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Jeff Simpson',0.12,FALSE
11585,Gurmag Angler,Creature,Zombie Fish,Fate Reforged,Common,7,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'YW Tang',0.14,FALSE
11586,Hooded Assassin,Creature,Human Assassin,Fate Reforged,Common,3,Black,Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Matt Stewart',0.09,FALSE
11587,Mardu Shadowspear,Creature,Human Warrior,Fate Reforged,Uncommon,1,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Mark Poole',0.14,FALSE
11588,Mardu Strike Leader,Creature,Human Warrior,Fate Reforged,Rare,3,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Jason Rainville',0.29,FALSE
11589,Merciless Executioner,Creature,Orc Warrior,Fate Reforged,Uncommon,3,Black,Legal,Not Legal,Legal,Legal,Legal,FALSE,b'David Palumbo',0.64,FALSE
11590,Noxious Dragon,Creature,Dragon,Fate Reforged,Uncommon,6,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Svetlin Velinov',0.1,FALSE
11591,Orc Sureshot,Creature,Orc Archer,Fate Reforged,Uncommon,4,Black,Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Kev Walker',0.11,FALSE
11592,Palace Siege,Enchantment,None,Fate Reforged,Rare,5,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Slawomir Maniak',1,FALSE
11593,Qarsi High Priest,Creature,Human Cleric,Fate Reforged,Uncommon,1,Black,Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Viktor Titov',0.08,FALSE
11594,Reach of Shadows,Instant,None,Fate Reforged,Common,5,Black,Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Daarken',0.04,FALSE
11595,Sibsig Host,Creature,Zombie,Fate Reforged,Common,5,Black,Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Steve Prescott',0.04,FALSE
11596,Sibsig Muckdraggers,Creature,Zombie,Fate Reforged,Uncommon,9,Black,Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Zack Stella',0.08,FALSE
11597,Soulflayer,Creature,Demon,Fate Reforged,Rare,6,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Seb McKinnon',0.39,FALSE
11598,Sultai Emissary,Creature,Zombie Warrior,Fate Reforged,Common,2,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Mathias Kollros',0.15,FALSE
11599,Sultai Runemark,Enchantment,Aura,Fate Reforged,Common,3,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Volkan Ba\xc7\xb5a',0.06,FALSE
11600,Tasigur the Golden Fang,Creature,Human Shaman,Fate Reforged,Rare,6,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Chris Rahn',0.48,TRUE
11601,Tasigur's Cruelty,Sorcery,None,Fate Reforged,Common,6,Black,Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Chris Rahn',0.12,FALSE
11602,Typhoid Rats,Creature,Rat,Fate Reforged,Common,1,Black,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Dave Kendall',0.13,FALSE
11603,Alesha Who Smiles at Death,Creature,Human Warrior,Fate Reforged,Rare,3,Red,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Anastasia Ovchinnikova',0.33,TRUE
11604,Arcbond,Instant,None,Fate Reforged,Rare,3,Red,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Slawomir Maniak',0.32,FALSE
11605,Bathe in Dragonfire,Sorcery,None,Fate Reforged,Common,3,Red,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Chris Rallis',0.03,FALSE
11606,Bloodfire Enforcers,Creature,Human Monk,Fate Reforged,Uncommon,4,Red,Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Yefim Kligerman',0.07,FALSE
11607,Break Through the Line,Enchantment,None,Fate Reforged,Uncommon,2,Red,Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Clint Cearley',0.15,FALSE
11608,Collateral Damage,Instant,None,Fate Reforged,Common,1,Red,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Ryan Barger',0.11,FALSE
11609,Defiant Ogre,Creature,Ogre Warrior,Fate Reforged,Common,6,Red,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Craig J Spearing',0.01,FALSE
11610,Dragonrage,Instant,None,Fate Reforged,Uncommon,3,Red,Legal,Not Legal,Legal,Legal,Legal,FALSE,b'Tomasz Jedruszek',0.15,FALSE
11611,Fierce Invocation,Sorcery,None,Fate Reforged,Common,5,Red,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Tyler Jacobson',0.05,FALSE
11612,Flamerush Rider,Creature,Human Warrior,Fate Reforged,Rare,5,Red,Legal,Not Legal,Legal,Legal,Legal,TRUE,b'Min Yum',0.16,FALSE
