id,names,supertypes,MAX(set_year),rarity,cmc,color,modern_legality,standard_legality,commander_legality,vintage_legality,legacy_legality,reprint,price,is_legendary,edhrec
14982,Burst Lightning,Instant,2009,Common,1,Red,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.22,FALSE,764
14983,Chandra Ablaze,Planeswalker,2009,Mythic Rare,6,Red,Legal,Not Legal,Legal,Legal,Legal,FALSE,4.33,TRUE,952
14985,Electropotence,Enchantment,2009,Rare,3,Red,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.23,FALSE,303
14986,Elemental Appeal,Sorcery,2009,Rare,4,Red,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.25,FALSE,141
14987,Geyser Glider,Creature,2009,Uncommon,5,Red,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.08,FALSE,28
14988,Goblin Bushwhacker,Creature,2009,Common,1,Red,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.82,FALSE,2261
14989,Goblin Guide,Creature,2009,Rare,1,Red,Legal,Not Legal,Legal,Legal,Legal,TRUE,11.12,FALSE,422
14990,Goblin Ruinblaster,Creature,2009,Uncommon,3,Red,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.14,FALSE,795
14993,Hellfire Mongrel,Creature,2009,Uncommon,3,Red,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.09,FALSE,113
14994,Hellkite Charger,Creature,2009,Rare,6,Red,Legal,Not Legal,Legal,Legal,Legal,TRUE,1,FALSE,7331
14995,Highland Berserker,Creature,2009,Common,2,Red,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.11,FALSE,367
14996,Inferno Trap,Instant,2009,Uncommon,4,Red,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.05,FALSE,27
14997,Kazuul Warlord,Creature,2009,Rare,5,Red,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.32,FALSE,826
14998,Lavaball Trap,Instant,2009,Rare,8,Red,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.17,FALSE,165
14999,Magma Rift,Sorcery,2009,Common,3,Red,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.08,FALSE,25
15001,Molten Ravager,Creature,2009,Common,3,Red,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.08,FALSE,11
15002,Murasa Pyromancer,Creature,2009,Uncommon,6,Red,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.16,FALSE,681
15003,Obsidian Fireheart,Creature,2009,Mythic Rare,4,Red,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.75,FALSE,1182
15004,Plated Geopede,Creature,2009,Common,2,Red,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.13,FALSE,62
15005,Punishing Fire,Instant,2009,Uncommon,2,Red,Banned,Not Legal,Legal,Legal,Legal,TRUE,0.34,FALSE,381
15006,Pyromancer Ascension,Enchantment,2009,Rare,2,Red,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.68,FALSE,40
15007,Quest for Pure Flame,Enchantment,2009,Uncommon,1,Red,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.26,FALSE,1006
15008,Ruinous Minotaur,Creature,2009,Common,3,Red,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.09,FALSE,124
15009,Runeflare Trap,Instant,2009,Uncommon,6,Red,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.15,FALSE,179
15010,Seismic Shudder,Instant,2009,Common,2,Red,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.09,FALSE,37
15011,Shatterskull Giant,Creature,2009,Common,4,Red,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.07,FALSE,13
15013,Spire Barrage,Sorcery,2009,Common,5,Red,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.05,FALSE,83
15014,Torch Slinger,Creature,2009,Common,3,Red,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.08,FALSE,129
15015,Tuktuk Grunts,Creature,2009,Common,5,Red,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.06,FALSE,79
15016,Unstable Footing,Instant,2009,Uncommon,1,Red,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.09,FALSE,167
15017,Warren Instigator,Creature,2009,Mythic Rare,2,Red,Legal,Not Legal,Legal,Legal,Legal,TRUE,4.47,FALSE,2148
15018,Zektar Shrine Expedition,Enchantment,2009,Common,2,Red,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.12,FALSE,141
15019,Baloth Cage Trap,Instant,2009,Uncommon,5,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.1,FALSE,109
15020,Baloth Woodcrasher,Creature,2009,Uncommon,6,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.12,FALSE,1179
15021,Beast Hunt,Sorcery,2009,Common,4,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.07,FALSE,31
15022,Beastmaster Ascension,Enchantment,2009,Rare,3,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,3.74,FALSE,17416
15023,Cobra Trap,Instant,2009,Uncommon,6,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.1,FALSE,492
15024,Frontier Guide,Creature,2009,Uncommon,2,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.14,FALSE,742
15025,Gigantiform,Enchantment,2009,Rare,5,Green,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.25,FALSE,118
15026,Grazing Gladehart,Creature,2009,Common,3,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.12,FALSE,875
15027,Greenweaver Druid,Creature,2009,Uncommon,3,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.18,FALSE,1345
15028,Harrow,Instant,2009,Common,3,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.25,FALSE,23186
15029,Joraga Bard,Creature,2009,Common,4,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.11,FALSE,188
15030,Khalni Heart Expedition,Enchantment,2009,Common,2,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.32,FALSE,9162
15031,Lotus Cobra,Creature,2009,Mythic Rare,2,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,12.22,FALSE,11432
15032,Mold Shambler,Creature,2009,Common,4,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.16,FALSE,1167
15033,Nissa Revane,Planeswalker,2009,Mythic Rare,4,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,7.08,TRUE,754
15034,Nissa's Chosen,Creature,2009,Common,2,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.15,FALSE,429
15035,Oracle of Mul Daya,Creature,2009,Rare,4,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,40.54,FALSE,16516
15036,Oran-Rief Recluse,Creature,2009,Common,3,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.13,FALSE,558
15037,Oran-Rief Survivalist,Creature,2009,Common,2,Green,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.12,FALSE,256
15038,Predatory Urge,Enchantment,2009,Rare,4,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.16,FALSE,220
15039,Primal Bellow,Instant,2009,Uncommon,1,Green,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.18,FALSE,766
15040,Quest for the Gemblades,Enchantment,2009,Uncommon,2,Green,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.12,FALSE,118
15041,Rampaging Baloths,Creature,2009,Mythic Rare,6,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,1.06,FALSE,18127
15042,Relic Crush,Instant,2009,Common,5,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.12,FALSE,766
15044,Savage Silhouette,Enchantment,2009,Common,3,Green,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.09,FALSE,70
15045,Scute Mob,Creature,2009,Rare,1,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.59,FALSE,3256
15046,Scythe Tiger,Creature,2009,Common,1,Green,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.17,FALSE,92
15047,Summoning Trap,Instant,2009,Rare,6,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.4,FALSE,416
15048,Tajuru Archer,Creature,2009,Uncommon,3,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.13,FALSE,295
15049,Tanglesap,Instant,2009,Common,2,Green,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.1,FALSE,91
15052,Timbermaw Larva,Creature,2009,Common,4,Green,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.09,FALSE,105
15053,Turntimber Basilisk,Creature,2009,Uncommon,3,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.12,FALSE,224
15054,Turntimber Ranger,Creature,2009,Rare,5,Green,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.46,FALSE,926
15056,Vines of Vastwood,Instant,2009,Common,1,Green,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.8,FALSE,2749
15057,Zendikar Farguide,Creature,2009,Common,5,Green,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.05,FALSE,9
15058,Adventuring Gear,Artifact,2009,Common,1,Colorless,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.21,FALSE,439
15059,Blade of the Bloodchief,Artifact,2009,Rare,1,Colorless,Legal,Not Legal,Legal,Legal,Legal,TRUE,1.89,FALSE,4665
15061,Carnage Altar,Artifact,2009,Uncommon,2,Colorless,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.16,FALSE,827
15062,Eldrazi Monument,Artifact,2009,Mythic Rare,5,Colorless,Legal,Not Legal,Legal,Legal,Legal,TRUE,7.33,FALSE,8582
15063,Eternity Vessel,Artifact,2009,Mythic Rare,6,Colorless,Legal,Not Legal,Legal,Legal,Legal,FALSE,3.18,FALSE,1011
15064,Expedition Map,Artifact,2009,Common,1,Colorless,Legal,Not Legal,Legal,Legal,Legal,TRUE,4.29,FALSE,23308
15065,Explorer's Scope,Artifact,2009,Common,1,Colorless,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.24,FALSE,3208
15066,Grappling Hook,Artifact,2009,Rare,4,Colorless,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.48,FALSE,2332
15067,Hedron Scrabbler,Artifact Creature,2009,Common,2,Colorless,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.1,FALSE,42
15068,Khalni Gem,Artifact,2009,Uncommon,4,Colorless,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.25,FALSE,953
15070,Stonework Puma,Artifact Creature,2009,Common,3,Colorless,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.13,FALSE,24
15071,Trailblazer's Boots,Artifact,2009,Uncommon,2,Colorless,Legal,Not Legal,Legal,Legal,Legal,TRUE,1.24,FALSE,5378
15072,Trusty Machete,Artifact,2009,Uncommon,1,Colorless,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.17,FALSE,384
15073,Akoum Refuge,Land,2009,Uncommon,0,Colorless,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.2,FALSE,10380
15074,Arid Mesa,Land,2009,Rare,0,Colorless,Legal,Not Legal,Legal,Legal,Legal,TRUE,39.79,FALSE,29548
15075,Crypt of Agadeem,Land,2009,Rare,0,Colorless,Legal,Not Legal,Legal,Legal,Legal,TRUE,2.69,FALSE,8125
15076,Emeria the Sky Ruin,Land,2009,Rare,0,Colorless,Legal,Not Legal,Legal,Legal,Legal,TRUE,7.3,FALSE,9426
15077,Graypelt Refuge,Land,2009,Uncommon,0,Colorless,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.29,FALSE,7097
15078,Jwar Isle Refuge,Land,2009,Uncommon,0,Colorless,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.38,FALSE,9839
15079,Kabira Crossroads,Land,2009,Common,0,Colorless,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.28,FALSE,2820
15080,Kazandu Refuge,Land,2009,Uncommon,0,Colorless,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.23,FALSE,6716
15081,Magosi the Waterveil,Land,2009,Rare,0,Colorless,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.47,FALSE,693
15082,Marsh Flats,Land,2009,Rare,0,Colorless,Legal,Not Legal,Legal,Legal,Legal,TRUE,36.09,FALSE,33891
15083,Misty Rainforest,Land,2009,Rare,0,Colorless,Legal,Not Legal,Legal,Legal,Legal,TRUE,89.67,FALSE,36973
15084,Oran-Rief the Vastwood,Land,2009,Rare,0,Colorless,Legal,Not Legal,Legal,Legal,Legal,TRUE,1.06,FALSE,13756
15085,Piranha Marsh,Land,2009,Common,0,Colorless,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.14,FALSE,1228
15086,Scalding Tarn,Land,2009,Rare,0,Colorless,Legal,Not Legal,Legal,Legal,Legal,TRUE,72.81,FALSE,30672
15087,Sejiri Refuge,Land,2009,Uncommon,0,Colorless,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.41,FALSE,7183
15088,Soaring Seacliff,Land,2009,Common,0,Colorless,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.09,FALSE,553
15089,Teetering Peaks,Land,2009,Common,0,Colorless,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.12,FALSE,441
15090,Turntimber Grove,Land,2009,Common,0,Colorless,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.1,FALSE,296
15091,Valakut the Molten Pinnacle,Land,2009,Rare,0,Colorless,Legal,Not Legal,Legal,Legal,Legal,TRUE,19.61,FALSE,7079
15092,Verdant Catacombs,Land,2009,Rare,0,Colorless,Legal,Not Legal,Legal,Legal,Legal,TRUE,74.98,FALSE,33469
15113,Ardent Plea,Enchantment,2009,Uncommon,3,Gold,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.58,FALSE,571
15114,Aven Mimeomancer,Creature,2009,Rare,3,Gold,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.7,FALSE,438
15115,Ethercaste Knight,Artifact Creature,2009,Common,2,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.13,FALSE,423
15116,Ethersworn Shieldmage,Artifact Creature,2009,Common,3,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.11,FALSE,114
15117,Fieldmist Borderpost,Artifact,2009,Common,3,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.25,FALSE,692
15118,Filigree Angel,Artifact Creature,2009,Rare,8,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.3,FALSE,1290
15119,Glassdust Hulk,Artifact Creature,2009,Common,5,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.1,FALSE,172
15120,Meddling Mage,Creature,2009,Rare,2,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,7.02,FALSE,481
15121,Offering to Asha,Instant,2009,Common,4,Gold,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.08,FALSE,49
15122,Sanctum Plowbeast,Artifact Creature,2009,Common,6,Gold,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.18,FALSE,424
15123,Shield of the Righteous,Artifact,2009,Uncommon,2,Gold,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.16,FALSE,81
15124,Sovereigns of Lost Alara,Creature,2009,Rare,6,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.66,FALSE,2235
15125,Stormcaller's Boon,Enchantment,2009,Common,4,Gold,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.08,FALSE,85
15126,Talon Trooper,Creature,2009,Common,3,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.08,FALSE,23
15127,Unbender Tine,Artifact,2009,Uncommon,4,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.21,FALSE,494
15128,Wall of Denial,Creature,2009,Uncommon,3,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,1.27,FALSE,3709
15129,Architects of Will,Artifact Creature,2009,Common,4,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.3,FALSE,282
15130,Brainbite,Sorcery,2009,Common,4,Gold,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.07,FALSE,54
15131,Deny Reality,Sorcery,2009,Common,5,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.12,FALSE,320
15132,Etherium Abomination,Artifact Creature,2009,Common,5,Gold,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.1,FALSE,12
15133,Illusory Demon,Creature,2009,Uncommon,3,Gold,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.16,FALSE,3
15134,Jhessian Zombies,Creature,2009,Common,6,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.16,FALSE,583
15135,Kathari Remnant,Creature,2009,Uncommon,4,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.11,FALSE,225
15136,Lich Lord of Unx,Creature,2009,Rare,3,Gold,Legal,Not Legal,Legal,Legal,Legal,FALSE,7.8,FALSE,2155
15137,Mask of Riddles,Artifact,2009,Uncommon,2,Gold,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.35,FALSE,822
15138,Mind Funeral,Sorcery,2009,Uncommon,3,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,2.88,FALSE,1621
15139,Mistvein Borderpost,Artifact,2009,Common,3,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.25,FALSE,783
15140,Nemesis of Reason,Creature,2009,Rare,5,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,5.62,FALSE,1411
15141,Soul Manipulation,Instant,2009,Common,3,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.24,FALSE,1960
15142,Soulquake,Sorcery,2009,Rare,7,Gold,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.27,FALSE,108
15143,Time Sieve,Artifact,2009,Rare,2,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,9.86,FALSE,2305
15144,Vedalken Ghoul,Creature,2009,Common,2,Gold,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.18,FALSE,70
15145,Anathemancer,Creature,2009,Uncommon,3,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.33,FALSE,1004
15146,Bituminous Blast,Instant,2009,Uncommon,5,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.16,FALSE,830
15147,Breath of Malfegor,Instant,2009,Common,5,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.15,FALSE,270
15148,Deathbringer Thoctar,Creature,2009,Rare,6,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.5,FALSE,2244
15149,Defiler of Souls,Creature,2009,Mythic Rare,6,Gold,Legal,Not Legal,Legal,Legal,Legal,FALSE,2.33,FALSE,292
15150,Demonic Dread,Sorcery,2009,Common,3,Gold,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.24,FALSE,172
15151,Demonspine Whip,Artifact,2009,Uncommon,2,Gold,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.14,FALSE,97
15152,Igneous Pouncer,Creature,2009,Common,6,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.12,FALSE,260
15153,Kathari Bomber,Creature,2009,Common,3,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.08,FALSE,109
15154,Lightning Reaver,Creature,2009,Rare,5,Gold,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.69,FALSE,524
15155,Monstrous Carabid,Creature,2009,Common,5,Gold,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.27,FALSE,140
15156,Sanity Gnawers,Creature,2009,Uncommon,3,Gold,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.1,FALSE,23
15157,Singe-Mind Ogre,Creature,2009,Common,4,Gold,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.09,FALSE,39
15158,Terminate,Instant,2009,Common,2,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.7,FALSE,20951
15159,Thought Hemorrhage,Sorcery,2009,Rare,4,Gold,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.21,FALSE,3
15160,Veinfire Borderpost,Artifact,2009,Common,3,Gold,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.26,FALSE,609
15161,Blitz Hellion,Creature,2009,Rare,5,Gold,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.26,FALSE,91
15162,Bloodbraid Elf,Creature,2009,Uncommon,4,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,1.43,FALSE,2686
15163,Colossal Might,Instant,2009,Common,2,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.24,FALSE,277
15164,Deadshot Minotaur,Creature,2009,Common,5,Gold,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.19,FALSE,82
15165,Dragon Broodmother,Creature,2009,Mythic Rare,6,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,14.71,FALSE,2725
15166,Firewild Borderpost,Artifact,2009,Common,3,Gold,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.27,FALSE,580
15167,Godtracker of Jund,Creature,2009,Common,3,Gold,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.07,FALSE,41
15168,Gorger Wurm,Creature,2009,Common,5,Gold,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.1,FALSE,48
15169,Mage Slayer,Artifact,2009,Uncommon,3,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,1.4,FALSE,1973
15170,Predatory Advantage,Enchantment,2009,Rare,5,Gold,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.35,FALSE,188
15171,Rhox Brute,Creature,2009,Common,4,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.08,FALSE,15
15172,Spellbreaker Behemoth,Creature,2009,Rare,4,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.92,FALSE,2491
15173,Valley Rannet,Creature,2009,Common,6,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.1,FALSE,268
15174,Vengeful Rebirth,Sorcery,2009,Uncommon,6,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.09,FALSE,354
15175,Violent Outburst,Instant,2009,Common,3,Gold,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.41,FALSE,203
15176,Vithian Renegades,Creature,2009,Uncommon,3,Gold,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.24,FALSE,189
15177,Behemoth Sledge,Artifact,2009,Uncommon,3,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.3,FALSE,2556
15178,Captured Sunlight,Sorcery,2009,Common,4,Gold,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.07,FALSE,94
15179,Dauntless Escort,Creature,2009,Rare,3,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,1.65,FALSE,3440
15180,Enlisted Wurm,Creature,2009,Uncommon,6,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.16,FALSE,380
15181,Grizzled Leotau,Creature,2009,Common,2,Gold,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.28,FALSE,468
15182,Knight of New Alara,Creature,2009,Rare,4,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.73,FALSE,967
15183,Knotvine Paladin,Creature,2009,Rare,2,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.4,FALSE,251
15184,Leonin Armorguard,Creature,2009,Common,4,Gold,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.11,FALSE,52
15185,Mycoid Shepherd,Creature,2009,Rare,4,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.28,FALSE,167
15186,Pale Recluse,Creature,2009,Common,6,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.14,FALSE,242
15187,Qasali Pridemage,Creature,2009,Common,2,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.71,FALSE,6114
15188,Reborn Hope,Sorcery,2009,Uncommon,2,Gold,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.28,FALSE,495
15189,Sigil Captain,Creature,2009,Uncommon,4,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.31,FALSE,985
15190,Sigil of the Nayan Gods,Enchantment,2009,Common,3,Gold,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.2,FALSE,366
15191,Sigiled Behemoth,Creature,2009,Common,6,Gold,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.08,FALSE,96
15192,Wildfield Borderpost,Artifact,2009,Common,3,Gold,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.22,FALSE,469
15193,Identity Crisis,Sorcery,2009,Rare,6,Gold,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.47,FALSE,192
15194,Necromancer's Covenant,Enchantment,2009,Rare,6,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.65,FALSE,1311
15195,Tainted Sigil,Artifact,2009,Uncommon,3,Gold,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.59,FALSE,742
15196,Vectis Dominator,Artifact Creature,2009,Common,3,Gold,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.08,FALSE,25
15197,Zealous Persecution,Instant,2009,Uncommon,2,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.26,FALSE,371
15198,Cloven Casting,Enchantment,2009,Rare,7,Gold,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.32,FALSE,320
15199,Double Negative,Instant,2009,Uncommon,3,Gold,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.16,FALSE,293
15200,Magefire Wings,Enchantment,2009,Common,2,Gold,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.09,FALSE,43
15201,Skyclaw Thrash,Artifact Creature,2009,Uncommon,5,Gold,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.23,FALSE,331
15202,Spellbound Dragon,Creature,2009,Rare,5,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.35,FALSE,668
15203,Lord of Extinction,Creature,2009,Mythic Rare,5,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,5.59,FALSE,2477
15204,Maelstrom Pulse,Sorcery,2009,Rare,3,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,3.25,FALSE,4301
15205,Marrow Chomper,Creature,2009,Uncommon,5,Gold,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.21,FALSE,106
15206,Morbid Bloom,Sorcery,2009,Uncommon,6,Gold,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.24,FALSE,374
15207,Putrid Leech,Creature,2009,Common,2,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.13,FALSE,60
15208,Cerodon Yearling,Creature,2009,Common,2,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.12,FALSE,98
15209,Fight to the Death,Instant,2009,Rare,2,Gold,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.56,FALSE,239
15210,Glory of Warfare,Enchantment,2009,Rare,4,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,1.04,FALSE,711
15211,Intimidation Bolt,Instant,2009,Uncommon,3,Gold,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.53,FALSE,839
15212,Stun Sniper,Creature,2009,Uncommon,2,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.12,FALSE,111
15213,Lorescale Coatl,Creature,2009,Uncommon,3,Gold,Legal,Not Legal,Legal,Legal,Legal,TRUE,0.2,FALSE,1968
15214,Nulltread Gargantuan,Creature,2009,Uncommon,3,Gold,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.23,FALSE,40
15215,Sages of the Anima,Creature,2009,Rare,5,Gold,Legal,Not Legal,Legal,Legal,Legal,FALSE,0.28,FALSE,175
